gene	MII_oocyte	zygote	early_2cell	2cell	4cell	8cell	mESC
Samd10	7.38177	28.3236	51.916	4.90477	0.159417	0.0560075	1.14042
Nkpd1	0	0	0.030776	0.840787	0.434888	0.0836077	0
Arhgap29	16.6536	25.8322	29.2193	25.2603	13.7352	10.8194	0.755513
Coch	0	0.0196343	0.137755	0.0722385	0.154628	0.128915	0.278768
Mgat4d	0.182604	0.0419404	0	0	0	0	0
Ccdc106	1.36084	1.22568	2.16725	2.59689	0.539206	0.219105	0.682953
Snord88a	0	0	0	0	0	0	0
B430306N03Rik	0.0192043	0.0136713	0	0	0	0	0.0390474
Slc6a18	0	0	0	0	0	0	0
Nol4l	14.3352	6.7841	9.05979	8.50371	5.68179	5.37935	0.117634
Sh3rf1	13.1538	7.90542	9.12263	5.14127	1.81552	0.430952	0.588257
Mad1l1	18.1747	8.80302	7.18405	4.75254	8.6033	8.26242	1.4092
Camk4	0.171938	0.196614	0.279651	0.0341953	0	0.0207166	0.0420154
Hist1h2bh	1.23013	0.733349	2.36917	0.0818893	0	0	0
Dusp26	0	0	0.153314	5.26214	28.4065	15.9205	0.0822869
Zfp113	1.23179	1.74574	0.912786	3.25534	2.38045	1.55867	0.492755
Tnpo1	26.4221	26.1899	13.6677	9.5966	9.04169	13.4533	2.626
Klb	0.232136	0.550788	0.593127	7.70779	5.79879	5.39502	0.157298
Tmsb10	4.33921	38.6268	29.9881	20.5094	17.0684	66.3183	305.43
Mir8101	0	0	0	0	0	0	0
A330048O09Rik	0	0	0	0.0860054	0	0	0.271859
Olfr1216	0	0	0	0	0	0	0
Spata2l	0.0291549	0.0411838	0.0361004	0.340478	0	0.0814336	0.0584124
Spata24	1.3356	2.58164	1.04733	0.552845	1.28043	0.744434	9.31531
4930548G14Rik	0	0.23351	0.0809904	0	0.0510586	0	0
Grifin	0	0	0	0	0	0	0
Hsf4	0	0	0.0276248	0.0283544	0.0352272	0.0246129	0
Mir6958	0	0	0	0	0	0	0
Asap1	11.7713	6.82265	9.78392	4.35706	0.627277	0.162629	0.985759
Pla2g4e	2.77846	1.61112	2.17778	1.98351	7.61739	5.25631	0.0297846
Sorl1	15.7926	5.26556	4.68342	1.38376	0.3825	0.335025	0.642899
Pcbd2	9.79924	7.38674	16.2493	2.40887	3.01867	1.05294	10.255
Cd209c	4.08064	0.673285	1.081	0.558521	0.47944	0.290836	0
Rpl37	21.5911	2.1498	3.3287	23.508	46.436	69.2997	117.01
Mir139	0	0	0	0	0	0	0
Armcx2	0	0	0	0.012103	0	0	3.80558
Ly6e	19.0296	5.1839	14.6863	2.27482	1.27211	1.49552	7.1128
Synpo2l	0.234792	0.251205	0.147331	0.122235	0.0949781	0	0
Ptger3	3.98537	0.694133	0.976159	0.838022	0.832053	0.23373	0.0700325
Otud5	5.55924	7.25156	6.21987	8.98248	7.6832	13.7403	4.36754
Mzt2	0.932429	1.08968	3.26773	7.4432	18.9764	21.0426	19.9388
Sult1a1	0	0	0.0339581	0.105075	0.0430234	0.0299972	0.217525
Flywch1	0.823759	0.194199	0.0681248	2.14391	1.76997	0.523205	1.04788
Trps1	23.8598	20.0615	14.9223	3.31285	1.09163	0.125566	1.38858
Apex1	7.24332	17.4186	19.4444	69.1068	192.438	231.327	254.682
Eef1g	0	1.76397	1.01571	10.2871	74.8375	177.553	235.629
Try5	3.04868	1.10342	1.88844	0.60597	0	0	0
Vamp2	0.0975554	0.160347	0.220659	0.0629372	0.847412	0.884507	0.324155
Pou5f2	0	0	0	0	0	0	0.532451
C330022C24Rik	0	0	0	0.0465182	0	0.0793799	0.145028
4930598F16Rik	0	0	0	0	0	0	0
Spata19	0.903608	0.0970603	0.247284	0	0	0	0
Ppp1r1c	0	0	0	0	0	0	0
Taf5l	1.68907	1.21501	1.77557	13.9766	15.3276	14.3115	13.1055
Nop9	0.430417	0.699718	0.367136	15.183	52.7681	25.562	7.72422
Pfkl	5.45681	1.50115	2.85216	2.01046	2.58443	0.771191	2.17306
Batf	0	0	0.228915	0.0576969	0.213836	1.37333	0.180579
Gm13985	0.0259379	0.0367328	0.128915	0.0845992	0.065024	0.179924	0
Cinp	4.17041	3.38641	3.14874	22.1762	30.3043	28.0554	12.5301
Ndufs4	12.5466	11.8603	5.91168	1.72312	3.77561	11.2949	93.0234
A430088P11Rik	0	0.0689417	0.0542982	0.11828	0.0157836	0.00859375	0
Gm20765	0.000573452	2.18816	64.5272	5.09668	0.325877	0.000443597	12.4075
Nln	12.6539	8.82161	7.06974	4.35476	4.81708	4.25726	3.70039
Mrpl38	5.05885	5.91403	5.47512	15.5731	30.1407	19.7241	10.6136
Sucnr1	0	0	0	0	0	0	0.185674
Adh4	0	0	0.250378	0	0	0	0
Mir6930	0	0	0	0	0	0	0
Sox21	0.0347379	0.0123828	0	0.160954	1.09505	1.63736	0.212475
Mir6385	0	0	0	0	0	0	0
Defb44-ps	0	0	0	0	0	0	0
Pi4k2a	0.577459	0.39917	0.460809	11.4527	6.34937	4.16795	3.24599
Gnaq	1.39036	2.06949	1.26125	0.800261	0.650855	0.55331	1.45358
Mup1	0.00958253	0.0171676	0	0	0	0	0
Cyp26c1	0.0481193	0.0334849	0	0	0	0	0
Lrrc29	0	0.104768	0.0916214	0.0477732	0	0.0205331	0.22167
Col9a2	0	0	0	0.0648527	0.495546	0.838349	0
Ppp2r2cos	0	0	0	0	0	0	0
Khdrbs3	0.0760441	0.506692	0.466341	0.315977	0	0.104453	5.71504
Ntn1	0.894303	0.464533	0.423465	0.530996	0.155099	0.025856	1.4493
Zg16	0.17681	0.22368	0.47186	0	0	0	0
Mir6715	0	0	0	0	0	0	0
Krt28	0	0.141247	0.215346	1.27324	6.05563	1.74659	0.39494
Aida	1.562	3.01561	3.47445	3.83447	1.28949	0.357275	3.99444
Gbe1	4.35803	8.89758	6.44851	0.814761	0.706084	1.20061	0.913638
Larp7	41.9864	32.4287	17.6836	49.2051	24.1259	26.0685	35.0626
Sct	0.276479	0	0.263068	0.761733	0.936747	3.43701	0
Zfp862-ps	0.0104482	0.0149865	0.0792813	0.00699853	0.254844	0.278533	0.236952
Rnaset2b	16.33925	86.2351	41.75475	2.968015	8.4476	38.3369	12.94376
Olfr421-ps1	0	0.926677	0.612476	0.239844	0.177345	0	0
4833428L15Rik	0	0.043302	0.1504	0	0	0	0
Fahd1	0	0.0377984	0.16448	0.781204	0.250264	0.145499	11.2813
Dcaf4	5.98234	4.49113	5.15967	15.0142	75.2857	86.7672	6.26732
Fsbp	0.0426694	0.335485	0.179007	0.55648	2.04274	1.34943	0.961533
Hs3st1	0.0873969	0.0305135	0.213093	0.19372	0	0.213833	0.0857184
Hoxc8	0	0	0	0	0	0.0327364	0
Baz1a	7.88532	4.70061	3.1107	30.5589	22.0661	32.1191	2.10954
Cmtr2	47.053	19.6809	23.7468	4.21132	3.439	1.16207	2.33854
4930567H17Rik	0	0	0	0	0	0	0.0992941
Mir1b	0	0	0	0	0	0	0
Nat3	0	0	0	0	0	0.0293849	0
Cep76	8.91628	4.865	7.04744	4.1264	10.1432	10.0351	2.29213
Gm15441	0.542492	2.41886	0.97302	0.201066	0.0387687	2.32906e-91	0.609709
Zfp677	2.30031	3.91592	4.27095	9.14355	3.32517	2.24464	0.140884
Cntd1	0.96747	3.17708	3.24194	0.190744	3.76202e-09	0.0592967	0.770513
Tysnd1	0.985816	0.318533	0.903299	4.33068	5.11482	1.41759	7.24465
Ddx42	11.6602	8.93255	6.86276	9.22336	10.1748	9.80837	9.49019
Gkn2	0	0	0	0	0	0	0
Olfr24	0	0	0	0	0	0	0
Rusc1	0.713552	0.395942	1.93869	8.4604	43.8708	38.5845	1.11677
Mas1	0.0557725	1.95185	3.38853	0.0906554	0	0.078077	0
C1qbp	9.13335	2.2903	7.98168	46.9394	177.854	121.995	152.259
Btbd7	0.925162	0.877369	0.772227	3.90989	3.55501	2.41049	0.527416
Xndc1	1.39149	4.09084	3.7137	1.22623	0.932964	0.622727	1.59691
Krtap3-3	0	0	0	0	0	0	0
Rasgrp2	0	0.0225662	0	0	0.0253065	1.20988	10.4138
Eed	101.394	92.9955	57.0919	23.8692	36.0708	59.0001	102.473
Xcl1	0	0	0.694294	0	0	0	0
1700006H21Rik	0	0	0	0	0	0	0
Tsx	0	0	0.790161	3.09429	1.95603	2.00943	0.206638
Syt16	2.7499	11.4573	9.55261	2.15847	0.0805822	0	0
Olfr97	0	0	0	0	0	0	0
Mpv17l	1.65154	2.27418	1.6141	0.896612	0.459168	0.743594	2.1398
Olfr303	0	0	0	0	0	0	0
Eef1d	6.93065	20.6781	10.3312	47.6478	145.466	190.372	176.467
Tk2	9.88432	29.4547	31.1272	2.32654	1.21087	1.40424	3.05462
Kera	0.844447	2.21689	1.1048	0	0	0	0
Fgg	0	0	0.0299585	0	0	0	0.0962008
Mir3971	0	0	0	0	0	0	0
Brms1l	7.92405	6.45972	6.87931	14.8139	12.9557	12.138	2.36825
Cd33	0	0	0	0	0	0	0.0556419
Sh3bp4	8.10867	3.29742	5.34832	0.642889	0.363488	0.934999	1.32035
Cst11	0	0	0	0	0	0	0
Map2k3os	0.624282	0.171856	0.746231	0.191782	1.13172	0.656286	2.62338
Llph	49.742	38.5835	41.1562	70.9755	112.019	118.772	98.2516
Olfr517	0	0	0	0	0	0	0
Myh3	0.409425	0.160762	0.15518	0.028607	0.0348951	0.0185459	0.0219962
Mtx3	0.0407019	0.0437773	0.0836083	0.204584	0.241215	0.471631	0.482352
Tktl2	3.23861	3.89191	6.46922	0.651539	0.382614	0.0743495	0
Rbm48	13.3067	45.1496	34.8752	17.6604	26.0322	15.1254	9.32607
Akr1c6	0	0.0394235	0	0.212118	0.173719	0.181649	0
Ckb	6.21019	26.1852	31.0335	20.6253	114.309	307.068	62.2895
Adora3	0	0.0353273	0	0	0	0.0490377	0
Usp13	4.79384	3.52632	2.21532	1.03336	0.180166	0.247065	0.198782
Chrdl2	0.102635	0	0.372393	0.321007	0.118199	0.137593	0
Defb15	0	0	0	0	0	0	0
Tmem196	0	0	0	0	0	0	0
Espnl	0	0	0	0	0.00963813	0.00682693	0.0486067
Nts	0	0.0939024	0	0.0417072	0	0	0
Hist1h1a	11.9551	25.3162	15.0127	5.0355	1.37794	1.75322	1.16547
Coa4	1.01052	2.82789	4.97608	1.08649	7.35445	8.07876	9.22127
Thumpd2	2.35474	1.52766	0.691525	0.0745315	0.547906	0.128095	4.07444
Tusc3	351.092	125.402	68.0442	12.0623	5.05679	5.7648	10.4526
Fam64a	0	0.0719511	0.47	0	0	0	4.2221
Lamc2	2.13677	1.01954	1.05563	0.233544	0.468155	0.266658	0.615935
Zcchc18	0	0.0958788	0.62841	0.079772	0	0	0.586891
Zbtb38	0.112174	0.102932	0.171083	0.0106316	0.0129798	0	0.425594
Rtf1	11.0873	8.77149	2.94503	5.3869	4.48106	3.5239	4.87989
Dab2ip	0.208957	0.0598773	0.0798936	0.107754	0.115593	0.144849	1.0068
Cdkl2	6.32164	5.8755	4.88998	7.17134	3.8272	3.50681	1.11521
Ttll6	0.0208913	0.103966	0.0913529	0.742239	0.571002	0.829871	0.0847418
Tacc3	51.8478	232.883	33.5621	75.8573	101.27	72.7516	18.144
Dthd1	0.0567604	0	0.0879265	0.202806	0	0	0
Pex11a	89.1612	50.0692	33.6278	34.0106	23.7161	16.1472	1.6849
Gm15293	0	0	0	0	0.53053	0	0
Cab39l	28.498	31.2491	17.5974	16.0445	19.2872	19.9423	5.02806
Dxo	1.31107	1.92355	2.54079	16.7487	29.5449	16.7304	2.85754
Tomm40	0.763266	4.31691	6.08063	19.7193	76.9132	35.7246	23.1722
Olfr203	0	0	0	0	0	0	0
Gm5712	0	0	0.238454	0.145587	0.119629	0	0
Gm595	0	0.0234187	0.0410076	0.0428675	0.288625	0.46099	0
Pim3	0.829991	0.0808917	1.63111	15.017	15.0282	11.9232	5.85343
Fam71a	0	0	0	0	0	0	0
Sidt1	4.66957	3.28312	3.72059	0.500447	0	0.0705266	0.0313917
Nmur1	0.131462	0.270733	0.195754	0.0803486	0	0	0
C1qtnf1	0	0.010829	0.0142739	0	0	0	0
Cbll1	8.49638	6.68909	7.73413	18.4457	24.8965	18.1795	4.42146
Mir6969	0	0	0	0	0	0	0
Card6	7.9707	6.05541	4.32806	5.80971	8.31211	3.72904	0.382374
4921539E11Rik	0	0	0	0	0	0	0
Mrps33	23.4549	75.5389	80.8421	31.256	45.9383	48.2778	129.503
Tmem235	0	0	0	0.0507811	0	0.0218151	0.0785828
4930590J08Rik	0	0	0.0368177	0.23285	0.0474073	0.0558024	0
Pir	1.18645	1.74971	0.37419	0.129001	0.0395845	0.0829376	17.03
2810403A07Rik	52.9422	20.742	24.0229	18.6441	24.5078	17.4048	6.46135
Tdpoz2	0	0	0.591555	8.84699	11.2267	12.2948	0
Pm20d1	0.149945	0.173523	0.0938875	0.0618859	0	0	0.305088
Olfr392	0	0	0	0	0	0	0
Snhg5	1.10196	3.6705	5.99084	18.5577	58.2936	42.0851	92.6289
Pon2	0	0	0	0.349066	0.427694	0.47136	2.85476
Cox7b	4.03457	8.58876	10.9184	42.9648	14.7987	26.5123	652.338
Tmem116	1.58935	1.96239	0.619043	0.386419	1.21267	1.56254	0.120111
Tecpr1	0.188771	0.0112297	0.0197646	0.167069	0.701115	0.198353	0.482274
1700013G24Rik	0	0	0	0	0	0	0
Olfr1448	0	0	0	0	0	0	0
Gm11757	0.636511666666667	0.62689	12.2156866666667	8.88907	1.94985666666667	0.0567046	0.019829
Bicd2	9.35808	6.39281	7.58734	5.93141	2.69209	0.526458	0.646964
Mir6966	0	0	0	0	0	0	0
Gck	0.204966	0.0620358	0.253761	1.32953	1.27803	0.490599	0
Nup210l	0.011297	0.0647451	0.121235	0.596953	0.470132	0.267765	0.0464879
Mapk7	0.248281	0.592952	1.27708	2.15891	7.53648	4.52359	2.64858
Rgmb	1.24821	2.46728	0.969273	2.73077	1.22368	0.832975	0.471084
Ttc22	0.0271404	0	0.0336792	0.123678	0.626654	0.0608768	0
Dbndd1	36.476	37.8972	50.1964	4.62423	1.79377	0.164154	0.222461
Gm6787	0	0.871966	0.585322	0.327083	0.261002	1.05129	0
Mir7225	0	0	0	0	0	0	0
Crtac1	0.0261945	0.0741775	0	0	0	0.0147152	0.579817
Klf7	66.0674	23.712	17.1441	4.65969	0.976416	0.587578	0.897679
Ddah2	0	0.0397439	0.45517	0.583015	2.66985	14.3743	13.3888
Calr	50.2732	94.571	61.3626	67.7396	85.1544	65.6448	54.417
Olfr1251	0	0	0	0	0	0	0
Hbb-b1	0	0	0.046023	0	0	0	0
Whsc1	6.36283	3.58769	3.3406	4.79372	1.64897	0.706514	1.44794
Nlrp4e	101.315	105.135	153.062	7.94996	0.933502	0.689147	0
B230112J18Rik	0	0.124811	0.314107	0	0	0	0
A2m	0	0	0	0	0	0.00799641	0.0284927
Mir7684	0	0	0	0	0	0	0
Sva	0.169442	0.538701	0.819693	12.7198	0	0	0
Fam71f1	0	0	0	0.0590769	0	0	0
Gm3701	0	0.000670025266666667	0.00665162213333333	0.000561835866666667	0.0175178261333333	0	0.001224026
Olfr689	0	0	0	0	0	0	0.166647
Dpy19l1	8.90245	13.1912	9.24405	1.186	0.178143	0.346757	4.1556
Gm10635	0	0	0	0	0	0	0
Gm9125	0.204614	0.144428	2.620655	32.3817	11.6996	3.684135	0
1700012B09Rik	0	0.0994712	0	0	0	0	0
Cipc	2.17422	3.10356	3.03783	1.47439	0.941807	0.567811	4.782
Csnk2b	268.376	115.367	268.588	240.988	194.684	177.014	55.1439
Hist1h2bq	NA	0.249046	0.410253	0.202202	0.0673392	0.0760731	0.455313
Nop56	100.31	54.1238	13.2049	83.1991	179.101	194.35	92.76
Klk13	1.43738	0.501145	1.05828	0	0	0	0.152672
Runx2	0.438716	0.419269	0.417464	0.167042	0.0925392	0.0260818	0
Zhx1	6.97061	4.04329	3.37441	0.812536	0.39138	0.158685	0.545413
BC030870	0	0	0.0929523	0.0320521	0.0393421	0	0
Tuba8	0	0	0.0322152	0.26628	0	0	0
Gzmg	0	0	0	0	0	0	0
Cdr1	0	0	0	0	0	0	0
Ptprz1	0.336659	0.0787427	0.223259	0.0368798	0	0	0.0485812
Gm12886	0	0	0	0	0	0	0
Sptbn2	0	0.0110139	0.0242894	2.23396	6.07003	4.76162	0.237858
Zfp36l2	0.507315	0.628879	0.576452	0.694778	0.712228	1.36854	3.40225
Suclg1	13.1145	8.80708	6.1306	3.92014	25.9733	49.753	64.5885
Gm14461	0	0	0	0	0	0	0
Brwd3	3.6526	2.87908	2.55683	3.88124	2.35879	4.47593	0.326994
Map2	1.39739	2.34355	1.81747	0.539104	0.113964	0.0273818	0.560567
Rpl34-ps1	3.98345e-09	0.00145563	4.02971	4.99984e-06	8.24891e-06	2.85616e-05	2.6242e-07
Isca2	0.21131	0.211118	1.93369	23.0789	24.2535	18.3617	27.4011
Xkr4	0.418969	0.19467	0.114124	0	0.0441132	0	0
Heca	1.37088	1.50379	1.67285	2.00354	0.611716	0.185262	0.330658
Plagl2	5.61781	1.61928	0.803407	0.429451	0.747119	1.08586	1.5414
Pmp22	0	0.0300702	0.249148	0	0	0	0
Klrb1b	0	0	0	0	0	0	0
Grin3b	0	0.0145192	0	0.0268854	0.0821167	0.173933	0
2810008D09Rik	0	0.369214	0.413301	38.7387	34.1575	7.45094	50.7408
Actc1	0	0	0	0.103333	0	0.147527	0
Mir7008	0	0	0	0	0	0	0
Prickle3	10.3759	11.1485	14.42	1.10097	0.525042	1.65506	3.74531
Zfp518a	12.361	22.5426	16.9907	11.9757	5.76883	6.23237	4.64345
Spats1	0	0	0.0831535	1.36198	0.785708	0.981765	5.30045
Serpina11	0	0	0	0	0	0	0
Poc1b	37.9634	15.0762	15.8433	1.55176	0.559176	0.323755	1.7135
Sil1	7.59278	11.6449	5.83082	5.6208	8.4375	9.67563	1.52854
Fam222a	1.29308	0.53885	1.43434	1.68868	1.21454	0.0570641	0.204335
Plekhh1	1.98246	1.34597	3.01768	0.572968	1.6201	1.70055	0.214031
Olfr988	0	0	0	0	0	0	0
Mir6394	0	0	0	0	0	0	0
Fam171a2	0	0	0	0	0	0.0245852	0.043949
Ostc	29.1671	19.9809	16.8573	45.5151	53.4588	54.4827	143.71
Lrrc32	2.47037	0.862189	1.34344	0.285915	0	0	0.0352266
5430427O19Rik	0	0	0	0.0341312	0	0	0
Snora19	0	0	0	0	0	0	0
Avpr1a	0	0.0362488	0.0636147	0	0	0	0
Olfr1484	0	0	0	0	0	0	0
Marf1	12.3653	21.7658	26.9902	17.2126	4.06855	2.44522	0.77474
Zfp28	0.442294	1.52222	1.29986	0.05242	1.5231	1.68373	0.193691
Serpinb9d	0	0.0236833	0	0	0	0	0
A630033H20Rik	0	0	0	0	0	0	0.045455
Gpbar1	0.261583	0.235545	0	0	0	0	0.160964
Ttf2	1.49009	2.10934	1.01866	0.638746	0.791249	0.502289	4.81269
Ltf	0.0248475	0	0.0463657	0	0	0	0
Six1	0.761851	0.827445	2.00141	1.07547	1.3718	2.75423	1.77886
Ext1	22.1346	8.98206	6.0574	4.47311	2.5075	1.5416	3.98284
Zbtb17	4.95131	1.02667	0.609783	17.8313	66.3075	33.0421	0.95083
1700123M08Rik	0.15727	0	0.0924365	0.423886	0	0.200887	0.440598
Mx2	0.0286138	0	0.0177256	0	0	0	0
Hoxc11	0	0	0	0	0	0	0.177808
Gm5111	0	0	0	0	0	0	0
Zfp935	0.603287	1.71757	1.60087	4.73637	10.8423	9.20132	2.14856
Gpr146	0.442424	0.356948	0.486335	0.556542	0.248267	0.212529	0
Tut1	11.8632	6.05591	3.89779	10.6031	19.7908	10.5887	2.99656
Cdyl	23.301	13.3785	14.9305	7.21217	4.48523	1.68852	3.2216
Pvrl1	0.0127656	0.00913449	0.0804557	0	0.0519635	0.11774	0.838641
Qrsl1	0.0362775	0.152876	0.334332	4.90743	8.57395	6.91894	5.25087
Gm12	0	0	0	0	0	0	0
Tpr	21.3367	15.1144	12.148	52.0956	47.1146	53.6574	14.2329
Mir1982	0	0	0	0	0	0	0
Lrrc20	0.0522766	0.148043	0.0162354	0.477255	0.312644	0.0293703	0.105204
Atat1	32.7836	11.7819	20.2981	4.43142	2.72012	1.23864	1.38209
Rpusd4	77.4964	17.9234	4.50269	5.15052	15.6221	12.3228	12.6744
Dok3	0	0.0675351	0.0588745	0.884465	0.561314	0.156958	0.0945591
Stam	4.32791	2.29064	2.9373	1.21122	1.60972	3.23849	3.91422
4933430I17Rik	0.0816534	0.257151	0.549169	0.41565	1.49639	5.15489	0.160835
Pcdhb16	0	0	0.00771233	0	0	0.0211715	0
Wdr78	0.539053	0.34711	0.577912	0.0978306	0.267039	0.0198688	0.035452
Lsm10	6.18225	19.9325	89.5296	51.2958	10.2764	5.18451	28.1722
Dnah7a	1.48476	0.70616	0.77846	0.408337	0.0544395	0.0728617	0.0105552
Osbpl1a	10.8612	4.92833	3.83841	1.09376	0.483169	0.46962	4.34207
Gm5833	0.148653	0.0521666	0.0228114	0	0	0	0
D730001G18Rik	0.10119	0	0.0918516	0	0	0	0
Tfb1m	86.5224	30.3255	15.5535	2.85361	3.90566	2.44309	6.99442
Calm4	0	0	0	0	0.0701906	0	0
Prr15	0.50305	0.502601	2.08539	0.694064	0.0852491	0.0297247	0
Hist1h3c	0.750932	0.153682	0.311343	0.163579	0.408914	0.403387	0.225821
Dok7	0	0	0	0	0	0.0155614	0
Tmem192	0.657605	1.69584	4.17494	24.7102	68.0246	106.351	12.4139
Prepl	20.1915	16.3106	13.7487	2.1636	6.32517	5.4613	2.50028
Zfp64	0.272101	0.157791	0.415477	0.0970139	0.513958	1.58855	8.58005
Gm5072	0.0682625	0.148113	0.2719145	0.0894929	0.491389	0.11098	0.0507691
Tmem106a	0.787831	2.00993	2.71683	3.3945	6.0743	6.87446	0.181821
Hoxc10	0	0	0.0460819	0	0	0	0
Kcnk6	0	0.0457712	0	5.53126	9.71389	7.26913	0.229284
Mir7058	0	0	0	0	0	0	0
Bhlha9	0	0.0456368	0	0.0406063	0	0	0
Olfr1024	0	0	0	0	0	0	0
Gm1553	0.657662	0.209838	0.355206	0.0869044	0	0	0
Bnipl	0	0	0.116514	1.24021	0.764022	0.386474	0
4931406C07Rik	8.58933	6.51383	5.8569	3.60024	2.38644	1.3541	2.83216
Olfr735	0	0	0	0	0	0	0
Map3k19	0	0	0.0314518	0.0221416	0	0	0.0340956
Fmr1	0.932059	1.55636	1.10663	10.7586	6.19998	6.93178	15.7538
Cd3e	0.159623	0.0737598	0.0963268	0	0	0	0.205926
Olfr1424	0	0	0	0	0	0	0
Krtap6-2	0	0	0	0	0	0	0
Cstl1	0	0	0.201351	0	0	0	0
Gm3706	0	0.00151723	0.0131061	0.04561	0.0112436	0	0.00428192
Tmem212	0	0	0	0	0	0	0
Plekha2	2.19928	5.58827	5.85382	0.934593	0.116157	0.493447	0.852135
Elmo1	2.45408	3.94468	5.11906	1.05538	0	0.109997	0.946954
B4galnt4	0.0432827	0	0.0270159	0.455055	0.503931	0.085843	0.745334
Duox1	0	0	0.00771692	0	0	0	0
Mrps26	14.0797	5.99544	12.4973	61.9383	104.572	63.3183	15.5185
4933406J10Rik	0	0	0	0	0	0	0
Xirp1	0	0.00786465	0.0277232	0.0440715	0.0627217	0.0380929	0.0225929
4933433H22Rik	0.121989	0.227692	0.522197	0	0.0634364	0.0222328	0
1700018G05Rik	0	0	0	0	0	0	0
Olfr340	0	0	0	0	0	0	0
Prokr2	0.129194	0.22569	0.279974	0.0191021	0.0233149	0	0
4930404N11Rik	0	0	0	0.243886	0.404137	0.137156	0
Mybphl	0	0	0	0	0.0935252	0	0
2310030A07Rik	0	0	0	0	0	0	0
Thbs3	0	0	0.0263037	0.0138506	0	0	0.426974
Polr2c	279.2	237.231	398.617	107.108	98.4417	86.5113	60.7734
Mir7213	0	0	0	0	0	0	0
Ifne	0	0.208844	0.176799	0	0	0	0
Hbs1l	40.5779	53.7317	43.561	5.59892	8.40575	8.70956	13.41
Defa24	0	0	0	0	0	0	0
Olfr1396	0	0	0	0	0	0	0
Tbc1d4	0	0.0275155	0.0727751	0.0192987	0.0235366	0.0834291	0.197805
Rbm15	14.5754	3.76543	5.51932	9.17979	5.49253	1.72997	2.86268
Ptpn23	6.95213	2.11712	2.35615	1.72535	2.64119	2.68578	0.868167
Atrnl1	4.91608	2.51293	2.99875	1.64228	0.213752	0.0280612	0.0998008
Srprb	16.4429	21.2188	22.8969	16.2482	49.8431	61.8807	3.1943
Gm5039	0.360988	3.02147	23.265	19.3831	1.10465	0.185798	2.94442
Agrn	0.154627	0.02467	0.0271953	0.196284	0.302704	0.404395	2.60889
Txndc15	3.00656	5.99673	5.24157	26.1207	34.9181	36.606	8.15246
Gm14548	0.0958638	0.000408592	2.16344e-05	4.38227e-05	0.101617	0.000650249	0
Rab11fip4os2	0	0	0	0	0	0	0
Olfr907	0	0.0637476	0	0	0	0	0
Gm6904	0	0.0671516	0.192461	0	0.0718866	0.0494518	0
Card9	0	0.0321636	0	0.0291095	0	0.0749387	0
Fam220a	60.9221	59.5377	32.8062	33.1856	11.4409	5.19574	3.35357
Spry2	0	0.334083	1.48312	32.8074	28.2561	39.0172	81.9809
Rexo2	52.7409	27.9171	44.9521	12.5881	8.78783	8.15442	60.9052
LOC100043315	0.596687	0.518869	0.0995287	0	0	0	0.157776
Dhcr7	3.29226	3.06147	5.50263	3.53516	5.94211	7.76721	1.1684
Eif3g	2.98044	3.89249	4.70309	116.775	332.619	387.456	157.225
Defb9	0	0	0	0	0	0	0
Usp27x	0.433659	0.998503	1.22581	0.163107	0	0	0.209486
A530016L24Rik	0.0779132	0	0.0161344	0	0	0	0
Prss57	1.18514e-07	2.58338e-07	2.36775e-07	0.398572	0.210553	0.38719	3.23624e-06
Tmem232	42.2033	36.0708	31.2164	2.89767	0.232594	0	0
Chaf1b	1.01393	3.47803	7.85697	7.03926	18.423	23.4801	5.05382
Scgb2b24	0	0	0	0	0	0	0
Tlr5	0.732957	0.997462	0.902598	0.123994	0.0336666	0	0.0424697
Msh6	88.7424	39.6247	42.4621	7.92259	29.9776	23.6239	38.6892
Nkrf	0.757386	1.77603	2.04688	4.16457	2.17353	1.94146	4.40347
Krtap4-8	0	0	0	0	0	0	0
Camta1	14.4908	10.1944	3.3691	1.04977	0.506346	0.459364	6.28361
Cacna2d3	4.99118	2.68997	3.37477	0.970121	0.144482	0	0
Acn9	4.70679	11.0086	13.5566	3.51716	4.97475	4.45166	22.45
A930012L18Rik	0.43471	1.28094	0.845331	0.276959	0	0	0.117688
H2-Ob	0	0.0181319	0	0	0	0	0.0515591
Tomm22	8.14827	33.5128	14.9339	268.137	485.366	414.625	126.247
9430021M05Rik	0.885567	1.77863	4.71283	0.972899	0.0517789	0	0
Smyd3	9.33909	6.59252	2.25554	2.50829	2.12712	1.29296	3.04048
Vmn1r174	0	0	0	0	0	0	0
Hist1h2ae	0.309092	1.59255	1.37768	3.46774	36.2806	60.4114	300.447
Heatr3	2.93152	2.25055	2.08409	27.2325	48.3154	48.9972	13.4867
Olfr963	0	0	0	0	0	0	0
Erg	1.19053	0.891924	0.732535	0.677626	0.203278	0	0
Ugt2b1	0	0	0	0	0	0	0
Sp4	0.0558218	0.140545	0.376449	0.235125	0.458612	0.386475	0.534872
Olfr75-ps1	0	0	0	0	0	0	0
Htr2b	0	0.0481174	0.0210586	0.0880056	0.269374	0.113546	0.0680142
Hoxd11	0	0.0140908	0.0867003	0.0130533	0	0.0570794	0
Snap47	16.1934	22.2494	21.738	22.3023	12.5937	6.62892	13.376
Vps39	30.622	17.1664	16.2726	2.65952	3.13016	2.27846	0.860063
